Question,Answer,Documents
교통시설을 무료로 이용할 수 있는 대상에는 어떤 분들이 포함되나요?,"교통시설 무료 이용 대상에는 애국지사, 국가유공상이자 중 1급부터 7급까지 해당되는 분들, 그리고 5.18민주화운동 부상자 중 1급부터 14급 이하인 분들이 포함됩니다.",교통시설 이용 지원
만약 제가 5.18민주화운동 부상자인데 10급이라면 버스나 기차를 무료로 탈 수 있나요?,"네, 5.18민주화운동 부상자이신 경우 1급부터 14급 이하에 해당되면 교통시설을 무료로 이용할 수 있으므로, 10급이시라면 지원 대상에 포함됩니다.",교통시설 이용 지원
저희 아버지께서 국가유공상이자로 6급 판정을 받으셨어요. 시내버스를 비롯한 대중교통을 이용할 때 혜택이 있나요?,"네, 귀하의 아버지께서는 국가유공상이자로서 1급 이상부터 7급 이하에 해당되시기 때문에, 시내버스를 포함한 대중교통 이용 시 혜택을 받으실 수 있습니다.",교통시설 이용 지원
교통시설 이용 시 무료 또는 할인 혜택을 받을 수 있는 대상자는 어떤 기준으로 정해지나요?,"보훈상담센터에 문의하시면 교통시설 이용 지원 대상자를 확인하실 수 있으며, 지원대상은 수송시설의 종류와 상이등급 등에 따라 다르게 적용됩니다.",교통시설 이용 지원
버스나 지하철과 같은 공공 교통수단 이용에 할인 혜택이 있는지 알고 싶어요. 어디서 정보를 얻을 수 있나요?,"보훈상담센터에 문의하시면 버스, 지하철을 비롯한 공공 교통수단의 이용에 대한 할인 혜택 정보를 상세히 안내받으실 수 있습니다.",교통시설 이용 지원
내항여객선을 탈 때 저렴하게 이용할 수 있는 방법이 있을까요?,"내항여객선 이용 시 할인 혜택이 적용될 수 있으니, 구체적인 내용은 보훈상담센터에 문의하여 확인하세요.",교통시설 이용 지원
교통시설 할인 혜택을 받으려면 어떤 절차를 거쳐야 하나요?,"할인 혜택을 받기 위한 절차는 지원대상과 수송시설의 종류에 따라 다를 수 있어, 자세한 절차는 보훈상담센터에 문의하여 안내받아야 합니다.",교통시설 이용 지원
열차 이용 할인율은 어떻게 되나요?,"열차 이용 시 적용되는 할인율은 교통수단과 지원대상에 따라 달라질 수 있으므로, 정확한 할인율은 보훈상담센터로 문의해주시기 바랍니다.",교통시설 이용 지원
장애인 교통시설 이용 지원에 대해 알려주세요.,보훈상담센터를 통해 장애인이나 그 외 지원대상자에게 제공되는 교통시설 이용 지원에 대한 자세한 정보를 문의하고 안내 받을 수 있습니다.,교통시설 이용 지원
고속시외버스를 이용할 때 필요한 신분 확인 증빙은 무엇인가요?,고속시외버스 이용 시 대상 구분 및 상이등급이 기재된 신분확인증을 제시하셔야 합니다.,교통시설 이용 지원
수도권의 시내버스나 지하철을 이용하기 위해 필요한 것은 무엇인가요?,수도권 및 광역시의 시내버스와 지하철 이용 시 복지카드를 이용하실 수 있습니다.,교통시설 이용 지원
국가유공자증을 통해 제공받을 수 있는 교통 복지 혜택은 무엇인가요?,상이등급이 기재된 국가유공자증을 제시하시면 열차 및 자하철의 교통시설 이용 지원을 받을 수 있습니다.,교통시설 이용 지원
전국 시내버스 및 지하철 이용 시 어떤 카드를 사용할 수 있나요?,전국 시내(군내)버스와 지하철 이용하실 때는 교통복지카드를 사용하실 수 있습니다.,교통시설 이용 지원
지역 간 교통복지카드 호환이 가능한가요?,"아니요, 지역 간 호환은 되지 않습니다. 각 지역 내에서만 이용하실 수 있습니다.",교통시설 이용 지원
버스 이용 시 신분증을 제시해야 하나요?,"일반적인 시내버스 및 지하철 이용 시 교통복지카드로도 이용 가능하나, 신분 확인이 필요할 수 있으므로 신분증을 지참하는 것이 좋습니다.",교통시설 이용 지원
교통시설 이용 지원을 받으려면 어디로 연락해야 하나요?,교통시설 이용 지원에 대한 신청은 보훈(지)청 또는 보훈상담센터로 연락하셔야 합니다. 보훈상담센터의 전화번호는 1577-0606입니다.,교통시설 이용 지원
보훈(지)청에 전화하지 않고도 교통시설 이용 지원을 신청할 수 있는 다른 방법이 있을까요?,"교통시설 이용 지원 신청은 주로 보훈(지)청을 통해 이루어지지만, 전화로도 가능합니다. 보훈상담센터(1577-0606)로 전화하시면 도움을 받으실 수 있습니다.",교통시설 이용 지원
보훈상담센터의 교통시설 이용 지원은 어떤 내용인가요?,"보훈상담센터를 통한 교통시설 이용 지원은 교통 약자에게 도움을 주며, 상담센터를 통해 필요한 절차와 자격 요건에 대한 안내 및 신청 방법에 관한 지원을 제공합니다. 상담센터 전화번호인 1577-0606으로 연락하시면 자세한 정보를 얻을 수 있습니다.",교통시설 이용 지원
보훈병원에서 국비진료를 받을 수 있는 대상자에는 어떠한 분들이 포함되나요?,보훈병원의 국비진료 대상에는 독립유공자 및 신체 희생이 있는 국가유공자들이 포함됩니다.,보훈병원 진료
신체 희생이 없는 국가유공자가 보훈병원 이용 시 혜택은 무엇인가요?,신체 희생이 없는 국가유공자는 보훈병원에서 감면 진료 혜택을 받을 수 있습니다.,보훈병원 진료
보훈병원에서 감면 진료를 받을 수 있는 유가족의 범위는 어디까지 인가요?,보훈병원의 감면 진료 대상 유가족은 해당 국가유공자의 직계 가족 및 배우자에 해당합니다.,보훈병원 진료
참전유공자가 보훈병원을 이용할 경우 어떤 혜택이 주어지나요?,참전유공자는 보훈병원에서 감면 진료의 혜택을 누릴 수 있습니다.,보훈병원 진료
