Question,Answer,Documents
정신질환 치료를 지원받고 싶어요. 제가 받을 수 있는 혜택은 무엇인가요?,정신질환으로 진단받고 적절한 치료가 필요하다면 정신질환자 치료비 지원사업을 통해 비용의 일부를 지원받을 수 있습니다. 자세한 사항은 가까운 정신건강복지센터에 문의해보세요.,정신질환자 치료비 지원사업
"급성 정신질환 증상이 있는데, 응급상황에서도 복지 지원이 가능한가요?","네, 급성 정신질환 증상으로 자타해 위험이 있는 경우 응급·행정입원의 필요성이 있을 때 정신질환자 치료비 지원사업을 통해 지원을 받을 수 있습니다.",정신질환자 치료비 지원사업
첫 번째로 정신질환 진단을 받았습니다. 어떤 도움을 받을 수 있나요?,"초발 정신질환자인 경우, 이 사업을 통해 만성화를 예방하고 지속적인 치료를 독려하기 위한 지원을 받으실 수 있습니다. 관련 서비스는 가까운 정신건강전문기관에 상담해보세요.",정신질환자 치료비 지원사업
"친구가 정신건강의학과 전문의로부터 진단을 받았는데, 어떤 복지 혜택을 안내해줄 수 있나요?","친구 분이 정신건강의학과 전문의의 진단을 받은 경우, 정신질환자 치료비 지원사업을 통해 외래치료 비용 등을 지원받을 수 있습니다. 자세한 내용은 해당 기관에 문의하시는 것이 좋겠습니다.",정신질환자 치료비 지원사업
정신질환으로 고생하는 가족이 있어요. 우리 가족이 받을 수 있는 지원은 무엇인가요?,"정신질환을 가진 가족 구성원이 있을 경우, 필요한 치료를 받을 수 있도록 정신질환자 치료비 지원사업을 통해 각종 치료 관련 비용을 지원받을 수 있습니다. 지원 조건에 대해 자세히 알아보려면 관련 기관에 문의하시길 권합니다.",정신질환자 치료비 지원사업
"정신질환자 치료비 지원사업에 대해 들었는데, 어떤 질환을 가진 사람이 대상이 되나요?","이 지원사업은 정신건강의학과 전문의에게 진단을 받은 모든 정신질환 환자가 대상입니다. 특히 적시에 치료가 필요한 경우나 자타해 위험이 있어 응급입원이 필요한 경우, 그리고 만성화를 예방하기 위한 초발 환자에게 도움을 제공합니다.",정신질환자 치료비 지원사업
정신질환자 응급입원비 지원은 어떤 경우에 가능한가요?,응급입원비 지원은 건강보험가입자 전 국민이 의사와 경찰관의 동의를 받아 3일 동안 응급입원하는 경우에 가능합니다.,정신질환자 치료비 지원사업
국민기초생활수급자는 정신질환 치료비 지원을 어떻게 받을 수 있나요?,"국민기초생활수급자와 차상위계층은 행정입원비 지원을 받을 수 있으며, 연간 최대 450만 원까지 본인일부부담금 및 비급여본인부담금을 포함한 치료비를 지원받게 됩니다.",정신질환자 치료비 지원사업
건강보험가입자 중에서 정신질환 치료비를 지원받을 수 있는 소득 조건은 무엇인가요?,"건강보험가입자 중 기준 중위소득 120% 이하인 자에게 발병초기 정신질환 외래치료비 지원이 가능하며, 최대 450만원까지 본인일부부담금에 대한 지원을 받을 수 있습니다.",정신질환자 치료비 지원사업
발병초기 정신질환 외래치료비 지원을 받으려면 어떤 진단이 필요한가요?,"발병초기 정신질환으로 조현병, 분열형 및 망상성 장애(F20-F29), 조병 에피소드(F30), 양극성 정동장애(F31), 재발성 우울장애(F33), 지속성 기분장애(F34) 등의 진단을 최초 받은 후 5년 이내에 치료를 받는 경우 지원을 받을 수 있습니다.",정신질환자 치료비 지원사업
권역정신응급의료센터 치료비 지원은 어떤 환자들에게 해당되나요?,권역정신응급의료센터를 이용하는 정신응급 환자들에게 치료비 지원이 가능합니다.,정신질환자 치료비 지원사업
제주대학교병원을 포함한 어떤 기관들이 권역정신응급의료센터로 지정되어 있나요?,"권역정신응급의료센터로는 서울특별시 서울의료원, 가톨릭대학교 인천성모병원, 원광대학교병원, 연세대학교의과대학 용인세브란스병원, 학교법인 울산공업학원 울산대학교병원, 강원대학교병원, 충남대학교병원, 제주대학교병원 등이 지정되어 있습니다.",정신질환자 치료비 지원사업
만약 제가 정신질환 치료비지원을 받고자 할 때 어떤 곳을 방문해야 하나요?,정신질환 치료비 지원사업을 신청하기 위해서는 주소지 관할 보건소나 정신건강복지센터를 방문하여 신청하실 수 있습니다.,정신질환자 치료비 지원사업
정신건강 문제로 인한 치료비 부담을 줄일 수 있는 방법이 있다면 알려주세요.,"정신건강 문제에 대한 치료비 부담을 줄이고자 한다면 주소지 관할 보건소 또는 정신건강복지센터에서 정신질환자 치료비 지원사업에 대해 안내 받으실 수 있으며, 신청 절차를 밟으시면 됩니다.",정신질환자 치료비 지원사업
우울증 치료를 위한 경제적 지원이 필요한 경우 어떻게 신청해야 하나요?,"우울증과 같은 정신질환 치료를 위해 경제적 지원을 받고 싶으시다면, 가까운 보건소 또는 정신건강복지센터에 방문해서 정신질환자 치료비 지원사업에 대한 신청을 진행하실 수 있습니다.",정신질환자 치료비 지원사업
정신건강 문제로 인해 경제적 부담을 겪고 있는데 지원받을 수 있는 방법이 있나요?,"네, 정신질환 치료비 지원사업을 이용할 수 있습니다. 자세한 사항은 보건복지상담센터(129)에 문의하거나 주소지 관할 보건소, 정신건강복지센터로 연락하여 안내받을 수 있습니다.",정신질환자 치료비 지원사업
정신질환에 대한 의료비 지원이 필요한데 어디로 연락해야 하나요?,"의료비 지원을 위해서는 보건복지상담센터(129)로 연락하시거나 가까운 보건소, 정신건강복지센터를 방문하여 상담 받으실 수 있습니다. 그곳에서 지원 자격 여부와 절차 등 구체적인 정보를 제공받을 수 있습니다.",정신질환자 치료비 지원사업
"저희 가족 중에 정신질환으로 고생하는 사람이 있는데, 어떤 기관에서 치료비 지원을 받을 수 있나요?","가족이 정신질환으로 치료를 받고 계신다면, 치료비 지원에 대해 보건복지상담센터(129), 주소를 관할하는 보건소나 정신건강복지센터에 문의하여 지원 가능 여부와 절차에 대해 안내받을 수 있습니다.",정신질환자 치료비 지원사업
일반건강검진을 받을 수 있는 의료급여수급자의 나이 범위는 어떻게 되나요?,의료급여수급자 중에서는 20세 이상 64세 이하의 세대주 및 세대원이 일반건강검진을 받을 수 있습니다.,국가건강검진제도
66세 이상의 의료급여수급자를 위한 건강검진 제도의 이름은 무엇인가요?,66세 이상의 의료급여수급자의 경우 '의료급여생애전환기' 건강검진을 실시합니다.,국가건강검진제도
"간암 검진은 특정 고위험군에 한해서 제공되는데, 이들이 간암 검진을 받을 수 있는 빈도는 어떻게 되나요?",간암 검진은 간암 발생 고위험군에 속하는 40세 이상의 남녀가 6개월에 1회 받을 수 있습니다.,국가건강검진제도
만 6세 미만 영유아를 대상으로 하는 건강검진 횟수는 총 몇 회인가요?,만 6세 미만 영유아는 총 8회의 건강검진을 받게 됩니다.,국가건강검진제도
대장암 검진 대상 연령 및 검진 빈도는 어떻게 되나요?,대장암 검진은 50세 이상 남녀를 대상으로 매년 1회 실시됩니다.,국가건강검진제도
학교 밖 청소년이 건강검진을 받을 수 있는 연령과 주기는 어떻게 되나요?,학교 밖 청소년 건강검진은 9세 이상 18세 이하의 청소년이 3년 주기로 받을 수 있습니다.,국가건강검진제도
"남성이 받아야 하는 콜레스테롤 검사는 몇 살부터 시작하며, 얼마나 자주 해야 하나요?","남성은 24세 이상부터 총콜레스테롤, HDL콜레스테롤, 트리글리세라이드, LDL콜레스테롤 검사를 받기 시작하며, 이들은 4년마다 실시해야 합니다.",국가건강검진제도
골밀도검사는 어떤 연령대의 여성이 받아야 하나요?,골밀도검사는 54세 이상 66세 이하의 여성에게 실시하는 것이 권장됩니다.,국가건강검진제도
유방암 검진은 어떤 방법으로 실시하나요?,유방암 검진 시에는 유방촬영술을 실시합니다.,국가건강검진제도
영유아 건강검진에서는 어떤 항목들을 검사하나요?,"영유아 건강검진에서는 성장, 발달이상, 비만, 시각·청각이상, 모유수유, 영양결핍(과잉), 영아돌연사증후군, 안전사고, 대소변가리기, 개인위생, 사회성 발달, 취학전준비, 전자미디어노출, 치아발육상태, 치아우식증 등의 검사를 실시합니다.",국가건강검진제도
인지기능장애에 대한 건강검진이 시작되는 나이와 주기는 어떻게 되나요?,"인지기능장애에 대한 건강검진은 66세 이상부터 시작되며, 2년에 1회 실시합니다.",국가건강검진제도
자궁경부암 검진을 위한 자궁경부세포검사는 어떻게 실시하나요?,자궁경부암을 검진하기 위해 자궁경부세포검사를 실시합니다.,국가건강검진제도
"건강검진을 받으려고 하는데, 어떤 서류를 챙겨야 하나요?",국민건강보험공단에서 발송한 건강검진표와 본인 확인을 위한 신분증을 지참하셔야 합니다.,국가건강검진제도
국가에서 제공하는 건강검진을 이용하고 싶어요. 어디로 가야 하죠?,국가건강검진을 실시하는 지정된 검진기관에 가시면 진행할 수 있습니다.,국가건강검진제도
국가건강검진제도 신청 방법은 무엇인가요?,"신청 방법이 아니라, 검진 대상자면 국민건강보험공단에서 건강검진표를 받으시고, 해당 표와 신분증을 들고 검진기관을 방문하시면 됩니다.",국가건강검진제도
국가건강검진을 받으려면 어떻게 해야 하나요?,"국가건강검진 서비스에 관하여 국민건강보험공단 콜센터(1577-1000)로 전화하거나, 국민건강보험공단 홈페이지(www.nhis.or.kr)를 통해 안내 받으실 수 있습니다.",국가건강검진제도
국가건강검진은 어떤 내용을 포함하고 있나요?,"구체적인 국가건강검진의 내용을 알고 싶으시다면, 국민건강보험공단 콜센터나 홈페이지에서 상세 정보를 제공받을 수 있습니다.",국가건강검진제도
국민건강보험공단에서 제공하는 건강검진 일정은 어디서 확인할 수 있나요?,건강검진 일정에 대한 정보는 국민건강보험공단의 전화번호 또는 온라인 웹사이트를 통해 확인 가능합니다.,국가건강검진제도
국가건강검진 비용은 어떻게 됩니까?,검진 비용과 관련된 상세 정보 확인을 위해 국민건강보험공단으로 직접 문의해 보시기 바랍니다.,국가건강검진제도
건강검진 결과에 이의가 있는 경우 어떻게 해야 하나요?,건강검진 결과에 대한 이의제기 방법은 국민건강보험공단에 문의해 주시면 안내받으실 수 있습니다.,국가건강검진제도
해외에 거주 중인 사람도 국가건강검진 서비스를 이용할 수 있나요?,해외 거주자의 국가건강검진 이용 여부와 절차에 대해서는 국민건강보험공단의 연락처나 웹사이트를 통해 상담이 가능합니다.,국가건강검진제도
