Question,Answer,Documents
만약 저는 프리랜서로서 지난 1년 6개월 동안 꾸준히 수입을 얻었습니다. 출산을 앞두고 있는데 고용보험 미적용자 출산급여를 받을 수 있을까요?,"네, 출산 전 18개월 중 3개월 이상 소득 활동을 한 프리랜서로서 고용보험 미적용자 출산급여 지원 대상에 해당되므로 지원을 받으실 수 있습니다.",고용보험 미적용자 출산급여 지원
"사업을 하는 친구가 유산을 겪었는데, 고용보험에 가입되어 있지 않더라고요. 출산급여와 관련된 혜택을 받을 수 있는 방법이 있을까요?","네, 고용보험에 가입되어 있지 않은 사업자도 유산의 경우에 출산급여 지원을 받을 수 있으니 지원 자격 여부를 확인해보시는 것이 좋습니다.",고용보험 미적용자 출산급여 지원
제가 지난해 고용보험에는 가입하였지만 출산전후휴가급여 기준을 충족하지 못하였습니다. 이런 경우에도 출산 관련 지원을 받을 수 있나요?,"네, 출산전후휴가급여의 180일 기준을 충족하지 못한 경우에도 고용보험 미적용자 출산급여 지원 대상에 포함되므로 해당 혜택을 받으실 수 있습니다.",고용보험 미적용자 출산급여 지원
고용보험법 적용제외자들도 출산 급여를 신청할 수 있다고 들었습니다. 이런 제도가 실제로 존재하나요?,"네, 고용보험법 적용제외자도 고용보험 미적용자 출산급여 지원 대상에 포함되므로, 조건에 부합한다면 해당 급여를 신청하실 수 있습니다.",고용보험 미적용자 출산급여 지원
부동산 임대업을 하는 사람도 출산급여 지원을 받을 수 있나요?,"아니요, 부동산 임대업을 하는 사람은 고용보험 미적용자 출산급여 지원 대상에서 제외됩니다. 대신 다른 복지 프로그램이나 지원책을 찾아볼 필요가 있습니다.",고용보험 미적용자 출산급여 지원
"개인 사업을 하고 있는데 미성립사업장으로 분류된다면, 출산급여 지원을 신청할 수 있는 여건이 되는 건가요?","네, 미성립사업장의 근로자이면서 고용보험법 적용이 제외된 경우라 할지라도 출산급여 지원 대상에 해당할 수 있으므로, 지원 가능 여부를 확인해보시기 바랍니다.",고용보험 미적용자 출산급여 지원
고용보험에 가입되지 않은 사람도 출산 시 어떤 지원을 받을 수 있나요?,고용보험에 미가입된 사람이 출산할 경우 150만 원의 출산급여를 지원받을 수 있습니다.,고용보험 미적용자 출산급여 지원
출산급여를 받기 위한 신청 기간은 어떻게 되나요?,"출산 후 1년 이내에 신청해야 하며, 이 기간 내에 한 번만 신청할 수 있습니다.",고용보험 미적용자 출산급여 지원
150만 원의 출산 급여는 모든 경우에 지급되나요?,아닙니다. 유산이나 사산의 경우에는 임신 기간에 따라 출산 급여 금액이 달라질 수 있습니다.,고용보험 미적용자 출산급여 지원
출산급여를 한 번 신청했더라도 재신청이 가능한가요?,"아니요, 출산 급여는 출산일로부터 1년 이내에 단 한 번만 신청 가능합니다.",고용보험 미적용자 출산급여 지원
고용보험 미적용자 출산급여 지원이란 무엇인가요?,고용보험에 가입되지 않은 사람들에게 출산시 일정 금액을 지원하는 정책입니다. 특히 출산 시 150만 원을 지원받을 수 있습니다.,고용보험 미적용자 출산급여 지원
유산 또는 사산시 출산급여 금액은 어떻게 다르나요?,"유산이나 사산의 경우 임신 기간에 따라 출산급여의 금액이 상이하게 책정되며, 출산 후 1년 이내에 신청해야 합니다.",고용보험 미적용자 출산급여 지원
"산모가 되었는데 고용보험에 가입하지 않은 상황, 출산급여를 어떻게 신청하나요?","고용보험에 가입하지 않으셨다면, 직접 고용센터를 방문하시거나 고용보험 누리집(www.ei.go.kr)을 통해 출산급여를 신청하실 수 있습니다. 출산 급여 신청서와 소득활동을 증빙할 수 있는 서류를 준비해야 합니다.",고용보험 미적용자 출산급여 지원
출산 예정인데 회사에서 고용보험을 들지 않았어요. 어디에서 출산급여를 받을 수 있나요?,고용보험에 가입되어 있지 않다면 고용보험 누리집(www.ei.go.kr) 또는 가까운 고용센터를 통해 출산급여 지원을 신청하실 수 있습니다. 필요한 서류로는 출산 급여 신청서와 소득활동 증빙 문서가 필요합니다.,고용보험 미적용자 출산급여 지원
비가입 직업군에 속해 출산 시 지원금을 받을 방법을 찾고 있습니다. 어디로 신청해야 하나요?,"출산 시 지원이 필요하시다면, 고용보험 미가입자로서 www.ei.go.kr 에서 온라인으로 또는 관할 고용센터에 방문하여 출산급여를 신청하실 수 있습니다. 신청 시 출산급여 신청서와 함께 소득활동을 증명하는 서류가 필요합니다.",고용보험 미적용자 출산급여 지원
고용보험에 포함되지 않은 상태에서 출산장려금을 어떤 방법으로 신청할 수 있나요?,"고용보험이 적용되지 않는 경우, 출산장려금은 고용보험 누리집인 www.ei.go.kr에서 온라인으로 신청하거나 가까운 고용센터를 방문하여 신청하세요. 신청할 때는 출산급여 신청서와 소득활동을 입증할 수 있는 서류를 제출해야 합니다.",고용보험 미적용자 출산급여 지원
