Question,Answer,Documents
방과후학교 자유수강권 신청 요건이 무엇인가요?,"기초생활수급자, 한부모가족, 차상위계층 등 저소득가구의 초중고 학생 자녀들이 신청할 수 있습니다.",방과후학교 자유수강권
"제 아이가 방과후학교 프로그램에 관심이 많은데, 수강권 지원을 받을 수 있는 방법을 알려주세요.","아이가 속한 가구의 소득 수준을 확인하여 기초생활수급자, 한부모가족 또는 차상위계층에 해당한다면 시도교육청을 통해 지원 신청을 할 수 있습니다.",방과후학교 자유수강권
방과후학교 자유수강권 지원은 모든 지역에서 동일한 기준을 적용하나요?,"아니요, 지원에 관한 구체적인 기준은 시도교육청에 따라 다를 수 있으니 해당 지역 교육청에 문의하시는 것이 좋습니다.",방과후학교 자유수강권
방과후학교 자유수강권제로 지원될 수 있는 학생의 범위에는 어떤 조건이 포함되나요?,"해당 제도는 기초생활수급자, 한부모가족, 차상위계층에 속하는 초중고 학생 자녀를 대상으로 합니다.",방과후학교 자유수강권
"방과후학교 수업을 듣고 싶어하는데, 지원 자격에 해당하는지 어떻게 알 수 있나요?",가정의 소득 상태를 근거로 시도교육청에 문의하여 자격 여부를 확인하시기 바랍니다. 자격 기준은 지역에 따라 상이할 수 있습니다.,방과후학교 자유수강권
방과후학교 자유수강권 제도의 지원 대상자 범위가 어떻게 다른가요?,"지원 대상 범위는 기초생활수급자, 한부모가족, 차상위계층에 해당하는 학생들까지 포함하지만, 구체적인 기준은 지역별 시도교육청에 따라 차이가 날 수 있습니다.",방과후학교 자유수강권
방과후학교 자유수강권 지원금액의 상한선은 얼마인가요?,방과후학교 자유수강권의 지원금액 상한선은 연간 60만 원입니다.,방과후학교 자유수강권
저소득층 자녀가 방과후학교 자유수강권을 사용해 어떤 비용을 지원받을 수 있나요?,"저소득층 자녀는 방과후학교 수강료, 강사료, 도서구입비, 재료구입비, 수용비 등의 비용을 지원받을 수 있습니다.",방과후학교 자유수강권
방과후학교 자유수강권 지원금은 언제부터 신청할 수 있나요?,방과후학교 자유수강권 지원금은 신청한 달부터 지원받을 수 있습니다.,방과후학교 자유수강권
"방과후학교 자유수강권 지원금액이 시도교육청별로 다를 수 있다고 했는데, 이의 기준은 무엇인가요?",방과후학교 자유수강권 지원금액은 시도교육청의 기준에 따라 상이할 수 있습니다.,방과후학교 자유수강권
방과후학교 자유수강권은 어떤 대상에게 주어지는 혜택인가요?,방과후학교 자유수강권은 저소득층 자녀를 대상으로 하는 혜택입니다.,방과후학교 자유수강권
"저소득층 가정의 아이들이 방과후학교에서 수업을 듣기 위해 자유수강권을 신청한 경우, 추가로 납부해야 하는 비용이 있나요?","방과후학교 자유수강권으로 지원되는 범위 내에서는 추가 비용 납부가 없으나, 60만 원을 초과하는 비용은 본인 부담이 될 수 있습니다.",방과후학교 자유수강권
방과후학교 자유수강권 신청은 어디에서 할 수 있나요?,"방과후학교 자유수강권 신청은 읍면동 주민센터, 행정복지센터 혹은 복지로와 교육비원클릭시스템 웹사이트를 통해 할 수 있습니다.",방과후학교 자유수강권
복지로 웹사이트에서 방과후학교 자유수강권을 신청하려면 어떻게 해야 하나요?,복지로 웹사이트에 접속한 후 방과후학교 자유수강권 관련 정보를 찾아 신청 절차를 따르면 됩니다.,방과후학교 자유수강권
교육비원클릭시스템을 이용해 방과후학교 수강권을 얻으려면 어디로 가야 하나요?,교육비원클릭시스템의 웹사이트 주소인 http://oneclick.moe.go.kr로 접속하여 신청하실 수 있습니다.,방과후학교 자유수강권
읍면동 주민센터에서 방과후학교 자유수강권을 신청할 때 필요한 서류는 무엇인가요?,읍면동 주민센터에서 방과후학교 자유수강권을 신청할 경우 필요한 구체적인 서류는 해당 센터에 문의하셔야 알 수 있습니다.,방과후학교 자유수강권
복지로 웹사이트의 정확한 주소를 알려주세요.,복지로 웹사이트의 정확한 주소는 http://www.bokjiro.go.kr 입니다.,방과후학교 자유수강권
행정복지센터와 주민센터는 같은 곳인가요? 둘 다 방과후학교 자유수강권 신청이 가능한지 궁금해요.,행정복지센터와 읍면동 주민센터는 일반적으로 같은 기능을 하는 기관이지만 명칭이 다를 수 있습니다. 둘 다 방과후학교 자유수강권 신청이 가능합니다.,방과후학교 자유수강권
방과후학교 자유수강권에 대해 알아보고 싶어요. 어디로 연락해야 하나요?,방과후학교 자유수강권에 관한 더 자세한 정보는 교육비 중앙상담센터로 문의하시면 됩니다. 연락처는 1544-9654입니다.,방과후학교 자유수강권
"방과후학교 자유수강권에 대한 안내를 받고 싶은데, 어느 기관에 문의해야 하죠?",방과후학교 자유수강권과 관련된 안내를 위해서는 교육비 중앙상담센터에 직접 문의하시는 것이 좋습니다. 전화번호는 1544-9654로 연락하실 수 있습니다.,방과후학교 자유수강권
"방과후학교 수업을 듣고 싶은데, 자유수강권 이용 방법을 모르겠어요. 어떻게 해야 하나요?",방과후학교 수업을 이용하기 위한 자유수강권의 사용법 및 기타 궁금한 점은 교육비 중앙상담센터에 문의하여 상세한 정보를 얻으실 수 있어요. 연락할 수 있는 번호는 1544-9654입니다.,방과후학교 자유수강권
국가장학금 Ⅰ유형을 받기 위한 학자금지원 구간 기준은 무엇인가요?,국가장학금 Ⅰ유형은 학자금지원 8구간 이하 대학생이 지원받을 수 있습니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
다자녀 국가장학금의 지원 자격은 어떻게 되나요?,다자녀 국가장학금은 세자녀 이상을 둔 가정의 국내 대학에 재학 중인 학자금지원 8구간 이하나 다자녀 가구의 미혼인 모든 대학생이 지원받을 수 있습니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
학자금지원 9구간 이하 대학생이 국가장학금 Ⅱ유형을 받기 위해 충족해야 할 기준은 무엇인가요?,국가장학금 Ⅱ유형은 학자금지원 9구간 이하 대학생 중 대학 자체 기준에 따라 선발되어야 하는 조건을 충족해야 합니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
국가장학금을 신청할 때 이수학점 및 성적 기준은 어떻게 되나요?,"국가장학금의 지원 기준으로 이수학점은 직전학기 12학점 이상이어야 하며, 성적은 B0(100점 만점에 80점 이상) 이상 필요합니다. 단, 기초, 차상위 학생의 경우 C0(100점 만점에 70점 이상) 이상이면 됩니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
형제자매 수에 따른 인적 공제는 어느 경우에 적용되며 그 조건은 무엇인가요?,형제자매가 본인을 포함해 셋 이상인 미혼 학생의 경우에 형제자매 수에 따른 인적 공제가 적용됩니다. 이는 학자금 지원구간을 결정할 때 추가적인 공제가 반영되는 것을 의미합니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
"신입생과 편입생, 재입학생에 대한 국가장학금 성적 기준은 어떻게 다릅니까?","신입생, 편입생, 재입학생은 첫 학기에 한해 국가장학금의 성적 기준이 적용되지 않습니다. 이후 학기부터는 해당 기준을 충족해야 합니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
2023년도 국가장학금 Ⅰ유형 지원금액은 기초생활수급자와 차상위계층 대상자에게 얼마까지 가능한가요?,"2023년도 기초, 차상위가구 대상자는 최대 700만원까지 지원받을 수 있습니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
